p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.063561132740264e-20,1.2495277161558946,0.376,0.172,7.552840101942641e-16,3,PTPN18
2.2029864116703294e-20,0.9180149899505159,0.666,0.452,8.063150565354573e-16,3,PPP1CA
2.571144862790386e-20,1.3530419697605867,0.339,0.148,9.410647312299092e-16,3,AC004687.1
9.894577677294714e-20,1.4603272070996889,0.407,0.214,3.621514375666638e-15,3,DUSP5
1.2457991313458613e-19,1.1014622718654752,0.451,0.233,4.559749400638987e-15,3,MAP4K1
2.0747391147858116e-19,1.303447335188727,0.321,0.137,7.593752634027549e-15,3,GRK3
2.318880941553151e-19,1.1452854948529465,0.49,0.279,8.487336134178688e-15,3,SPI1
2.9581525929862547e-19,0.77207537238133,0.71,0.532,1.0827134305588991e-14,3,UQCR11
3.7578606296621966e-19,0.7851418076857926,0.635,0.425,1.3754145690626606e-14,3,HSH2D
5.092103234934258e-19,0.7633617421511643,0.518,0.29,1.8637607050182877e-14,3,FAM49A
5.595245361513826e-19,1.149667839735898,0.35,0.16,2.0479157547676754e-14,3,PXK
5.683533970955233e-19,0.7132196711348215,0.738,0.541,2.0802302687093247e-14,3,PTPN6
6.419638694340224e-19,1.5503812169217548,0.269,0.104,2.3496519585154656e-14,3,SNTB1
6.890073540322943e-19,0.578431777078674,0.891,0.829,2.5218358164936005e-14,3,OAZ1
7.958710406853337e-19,0.9818628516968086,0.912,0.89,2.9129675960123895e-14,3,HLA-DRB5
1.143204813064879e-18,0.8606544864883847,0.453,0.231,4.1842439362987635e-14,3,SIPA1L3
1.4797310061922422e-18,1.3247942294111639,0.402,0.2,5.415963455764226e-14,3,FGD2
1.840412854789877e-18,1.02729891456084,0.464,0.246,6.736095089816428e-14,3,ALOX5AP
2.3499781119602786e-18,0.8989581066266077,0.427,0.213,8.601154887585815e-14,3,ANK3
3.5446829433820176e-18,0.6467352884392046,0.834,0.722,1.2973894041072521e-13,3,TPM3
4.9527553679630475e-18,0.4662979634213351,0.917,0.857,1.812757992228155e-13,3,CFL1
5.316154471991008e-18,1.0725294368370935,0.49,0.293,1.945765698293429e-13,3,NCF4
5.3592633924621584e-18,1.548278337664799,0.259,0.102,1.9615439942750745e-13,3,MRPL40
5.545530962560459e-18,1.2062812976116406,0.329,0.145,2.0297197876067537e-13,3,ARHGAP9
6.797998430784021e-18,1.0380567578151578,0.332,0.148,2.4881354056512594e-13,3,AGTPBP1
1.1500991265819679e-17,1.2616470329783036,0.396,0.205,4.2094778132026604e-13,3,PEA15
1.3714611817205407e-17,1.2701462724227939,0.288,0.119,5.019685071215351e-13,3,VSIR
1.55783887213806e-17,1.551976636372062,0.285,0.122,5.701846055912513e-13,3,ARHGAP27
1.6924348523287655e-17,1.084051035152347,0.446,0.246,6.194480803008515e-13,3,LHPP
3.0587106832440564e-17,1.2763167025842097,0.355,0.172,1.119518697174157e-12,3,BACE2
4.0589429805893004e-17,0.9571666149765135,0.58,0.387,1.4856137203254898e-12,3,SEC61B
4.5854719631182656e-17,0.8971983296280172,0.492,0.276,1.6783285932209164e-12,3,CYTIP
5.989774787303265e-17,0.6564880474448911,0.775,0.63,2.192317469900868e-12,3,OST4
6.884283514776797e-17,1.1294990893440802,0.334,0.154,2.519716609243455e-12,3,UBE2E3
1.6237414737425126e-16,0.39505282009974607,0.917,0.895,5.94305616804497e-12,3,GNAS
1.67589749379141e-16,0.9791398241314215,0.427,0.23,6.13395241702594e-12,3,TAOK3
1.9295915451472887e-16,1.3053938865346,0.319,0.146,7.062498014393592e-12,3,CORO1B
2.2146730453165653e-16,0.9413889312744963,0.417,0.224,8.10592481316316e-12,3,BSG
3.0809667162484735e-16,0.8688468940213426,0.578,0.377,1.1276646278141038e-11,3,TBC1D22A
3.6048069530327483e-16,1.2810544675422113,0.277,0.119,1.3193953928795162e-11,3,GRAP
4.490418828021107e-16,0.6641248111545199,0.655,0.452,1.6435381952440055e-11,3,DDX17
4.778237712203168e-16,0.7560533542492895,0.741,0.599,1.7488827850434815e-11,3,FCMR
5.053809923068557e-16,1.1618314736370394,0.526,0.345,1.8497449699423228e-11,3,GSTP1
6.954763859961863e-16,0.7936959376057771,0.588,0.391,2.5455131203846415e-11,3,RANBP2
7.790434840090109e-16,0.9883882195687383,0.552,0.341,2.851377055821381e-11,3,PLCG2
9.133571242063275e-16,0.8751972930934007,0.534,0.34,3.342978410307579e-11,3,DPP7
1.0478207068077574e-15,0.9281783493406524,0.521,0.343,3.835128568987073e-11,3,RNF213
1.2351015313021348e-15,0.939976132428862,0.459,0.261,4.5205951147189436e-11,3,SKAP2
1.5075904550709732e-15,0.77874101125234,0.477,0.277,5.517931824605269e-11,3,PTPN2
1.5095579536089594e-15,0.328711286066524,0.961,0.93,5.525133066004152e-11,3,HLA-E
1.630164813351178e-15,0.7322266824809032,0.824,0.705,5.966566233346647e-11,3,SAT1
1.8966205015598024e-15,0.9138240316653535,0.37,0.191,6.941820697759033e-11,3,TMEM175
2.162869863661513e-15,0.8927947530920384,0.539,0.357,7.916319987987504e-11,3,NDUFB2
2.6882369170521355e-15,0.8541309539787028,0.554,0.357,9.839215940102521e-11,3,BLOC1S1
3.1757033492863504e-15,1.1384573380827927,0.254,0.106,1.1623391828722971e-10,3,ST3GAL1
3.826385885602125e-15,1.205525977792333,0.293,0.132,1.400495497989234e-10,3,LAMTOR2
4.1732636452071324e-15,0.3798167955655396,0.966,0.94,1.5274562267822625e-10,3,HLA-DPB1
5.000162660867692e-15,1.0488322330893942,0.35,0.177,1.8301095355041838e-10,3,NBDY
7.707370669803195e-15,0.9657254610834926,0.601,0.422,2.8209747388546673e-10,3,CELF2
8.930647149684635e-15,0.9227297915835713,0.313,0.149,3.268706163256073e-10,3,DNAJC1
9.096986177577547e-15,1.0552660251720074,0.376,0.2,3.3295879108551583e-10,3,PRKCE
9.875360611890663e-15,1.1609117067607693,0.308,0.146,3.6144807375581017e-10,3,ANXA4
1.0159687050073795e-14,0.5623250815992502,0.834,0.706,3.71854705719751e-10,3,RAC2
1.2164784218902348e-14,1.1814727202876032,0.295,0.138,4.452432671960448e-10,3,ANGPTL1
1.3566991219817497e-14,1.1630624532020888,0.386,0.215,4.965654456365402e-10,3,PIK3AP1
1.451885311474692e-14,1.120044558709471,0.389,0.216,5.314045428528521e-10,3,NDUFV1
1.5637567254245433e-14,0.5963469217108155,0.679,0.488,5.72350599072637e-10,3,CTSS
1.5972524487085413e-14,0.6052384761149066,0.666,0.458,5.846103687518132e-10,3,NCOA3
1.916567995206637e-14,0.904782846499675,0.466,0.285,7.014830519255812e-10,3,PRDX5
2.671800626527858e-14,1.0779288901639519,0.389,0.212,9.779057473154613e-10,3,IGHG3
2.7931931379573207e-14,1.2609959902232377,0.272,0.124,1.0223366204237589e-9,3,SIDT2
2.8292149694464774e-14,0.7699285724673985,0.723,0.54,1.0355209709671052e-9,3,MT-ND6
3.041715842972841e-14,0.763385533665934,0.666,0.513,1.1132984156864895e-9,3,CD99
3.2096986694052216e-14,0.8858344373322176,0.534,0.347,1.174781809989005e-9,3,CD47
3.4599950038076216e-14,0.28462468608766933,0.974,0.963,1.2663927713436277e-9,3,HLA-A
3.701355401511679e-14,1.7865721553122886,0.269,0.13,1.3547330905072897e-9,3,GLA
3.936448118260535e-14,0.75092868007789,0.619,0.443,1.4407793757645383e-9,3,POLR2L
4.5745092815531725e-14,1.135082556063265,0.365,0.199,1.6743161421412766e-9,3,CDK2AP2
4.8127541410676153e-14,0.6100748171102888,0.746,0.6,1.761516143172158e-9,3,ERP29
5.07109044977698e-14,0.9113774996387856,0.43,0.25,1.8560698155228723e-9,3,GPCPD1
5.159213696394809e-14,0.7385652806623795,0.562,0.378,1.888323805017464e-9,3,FKBP8
6.526605364674934e-14,0.7984267605473097,0.588,0.409,2.3888028295246725e-9,3,COX8A
7.826879302530502e-14,0.7211041995839764,0.767,0.638,2.864716093519189e-9,3,STK17B
8.850131612936428e-14,0.7714161770374937,0.539,0.351,3.239236671650862e-9,3,MARCH1
1.0735327606510076e-13,1.2109450644505038,0.301,0.149,3.9292372572587526e-9,3,AP2S1
1.254794720313706e-13,1.2356770726688644,0.311,0.153,4.592674155820195e-9,3,RAB29
1.3500225656244548e-13,0.4583915057196615,0.86,0.798,4.941217592442067e-9,3,GAPDH
1.5593793845333576e-13,0.6116271384733409,0.702,0.528,5.7074844853305425e-9,3,UBL5
1.6601990427454803e-13,1.0957239111265786,0.264,0.119,6.076494516352733e-9,3,LFNG
2.5227052670502154e-13,0.9495508814682656,0.554,0.395,9.233353547930493e-9,3,TRBC2
2.6277286270881563e-13,1.107445763173208,0.319,0.163,9.61774954800536e-9,3,TTN
3.486435372151631e-13,0.914664797709033,0.391,0.219,1.2760702105612184e-8,3,H2AFV
4.0805484455381496e-13,0.784404783555227,0.373,0.206,1.4935215365514182e-8,3,RFTN1
4.4994449285217165e-13,0.7307584546254223,0.49,0.314,1.6468418382882334e-8,3,NAPA
4.693943652551689e-13,0.7775201426129126,0.466,0.287,1.7180303162704434e-8,3,ATP6V0E1
5.580722578218053e-13,0.6575008350891409,0.642,0.478,2.0426002708535895e-8,3,CNPY3
5.956738222092046e-13,0.9621132342221791,0.412,0.243,2.18022575666791e-8,3,HMGN3
6.354634792427626e-13,1.0776075996885242,0.355,0.197,2.3258598803764355e-8,3,PFKL
7.224733631584526e-13,1.0469088720900541,0.378,0.219,2.6443247564962525e-8,3,IRF7
8.287596400646797e-13,0.8433504011299253,0.389,0.219,3.033343158600734e-8,3,TGFBR2
9.736261206144885e-13,0.6881267886254783,0.684,0.555,3.563568964061089e-8,3,ARPC1B
1.0514597553566547e-12,0.8468285479830183,0.334,0.175,3.848447850580892e-8,3,KIF20B
1.066253386637956e-12,0.999938200352715,0.352,0.195,3.902594020433583e-8,3,ARHGAP30
1.1402488227875643e-12,1.2259955741704902,0.308,0.162,4.173424716284764e-8,3,PIP5K1B
1.2970715386422281e-12,0.8494909869766363,0.412,0.243,4.747411538584419e-8,3,GAPT
1.3650123686415283e-12,0.3908922840206559,0.826,0.695,4.996081770464858e-8,3,AKAP13
1.3652213210959154e-12,1.1006198903651312,0.306,0.157,4.99684655734316e-8,3,MICAL1
1.4726793139059655e-12,1.1046485425871841,0.306,0.157,5.390153556827224e-8,3,LPGAT1
1.9535192938934485e-12,0.9003165278720638,0.342,0.184,7.15007596757941e-8,3,RABEP2
2.0658410794931326e-12,0.7429563223325995,0.451,0.271,7.561184935052814e-8,3,ATP2A3
2.650681152131649e-12,0.6557847531894843,0.648,0.494,9.701758084917048e-8,3,ISCU
3.0375861272506166e-12,1.0132538838752563,0.306,0.157,1.1117868984349982e-7,3,TNFSF12
3.1265378795907976e-12,1.2146024082667917,0.282,0.143,1.1443441293090278e-7,3,LNPEP
3.527435586134591e-12,0.5633779318265988,0.661,0.502,1.2910766988811218e-7,3,PPP3CC
3.575868785928225e-12,1.1055560107924212,0.267,0.129,1.3088037343375898e-7,3,DIAPH1
4.051689648339035e-12,0.5031618871494681,0.614,0.423,1.4829589281885703e-7,3,EBF1
5.212190907979998e-12,1.0515271820816234,0.28,0.137,1.907713994229759e-7,3,DEF8
5.290996048210812e-12,0.34792123492893223,0.935,0.9,1.9365574636056393e-7,3,CD52
5.7685693166762975e-12,0.39432931213412603,0.894,0.803,2.1113540555966916e-7,3,RHOA
7.0032022411797905e-12,0.9052112960964834,0.339,0.184,2.5632420522942154e-7,3,MPRIP
7.202634015790643e-12,0.7166959204594618,0.378,0.215,2.6362360761195333e-7,3,PHKB
7.309105714913652e-12,0.5851574841657442,0.516,0.336,2.6752057827155456e-7,3,DOCK2
8.329360211969878e-12,0.8119286579053733,0.409,0.246,3.048629131183095e-7,3,MYO9B
8.799814401403647e-12,0.6620686846630481,0.469,0.286,3.220820069057749e-7,3,ARPC5L
9.183230096738297e-12,0.5774516841439221,0.744,0.592,3.3611540477071843e-7,3,CD81
9.624264274342545e-12,0.568742895626912,0.829,0.711,3.522576967052115e-7,3,ADK
1.3324829322975423e-11,0.8216416555410999,0.679,0.547,4.877020780502235e-7,3,MAP1LC3B
1.474628379436834e-11,0.9006150075735547,0.321,0.171,5.397287331576755e-7,3,BABAM2
1.4933190512631546e-11,0.8579435054157116,0.492,0.341,5.465697059528272e-7,3,WASF2
1.8231722389729186e-11,1.0152674275127769,0.298,0.155,6.67299271186478e-7,3,TSC22D4
2.0020231731569756e-11,0.4084969199323427,0.653,0.481,7.327605016071846e-7,3,EML4
2.0910964336309497e-11,0.5270839795442197,0.731,0.575,7.653622056732638e-7,3,SEPTIN7
2.358095221497165e-11,0.4868851823508553,0.614,0.451,8.630864320201773e-7,3,ST6GAL1
2.4906143016752673e-11,0.9450836926229216,0.355,0.207,9.115897405561646e-7,3,RAB1B
2.691320009511276e-11,0.7777795578071893,0.43,0.263,9.850500366812221e-7,3,RIOK3
2.8666315310975092e-11,1.196659286250474,0.269,0.138,1.0492158066969993e-6,3,LINC01857
3.4752292434280634e-11,0.7197599874377998,0.51,0.345,1.2719686553871055e-6,3,APBB1IP
4.2319048842659464e-11,1.0343772183503348,0.256,0.126,1.548919506690179e-6,3,TWF2
4.8464768851030303e-11,0.9671974894086086,0.295,0.155,1.77385900471656e-6,3,FERMT3
4.9153553312898427e-11,0.886887232442225,0.29,0.151,1.7990692048053953e-6,3,IL10RA
5.002508509425418e-11,1.0464051458627415,0.269,0.139,1.8309681395347972e-6,3,PDLIM2
5.378721566823848e-11,1.0461295872423966,0.35,0.206,1.9686658806731966e-6,3,TALDO1
6.055938754438224e-11,0.8325259707589856,0.321,0.179,2.2165341435119346e-6,3,AKT2
6.571596254284014e-11,0.6985225007028437,0.562,0.405,2.4052699450304917e-6,3,PEBP1
6.964805914246692e-11,0.7423477895068937,0.472,0.308,2.5491886126734317e-6,3,PRELID1
7.540698777537984e-11,0.6582907263515003,0.591,0.413,2.7599711595666773e-6,3,PTPN1
7.648870146819862e-11,0.9763596261604044,0.269,0.139,2.7995629624375378e-06,3,SUN1
8.214784252592976e-11,0.6135612940890991,0.495,0.32,3.0066931842915553e-6,3,PARP1
8.239968734319311e-11,0.6972830694957239,0.448,0.287,3.015910956448211e-6,3,DBI
1.1131711615686756e-10,1.0675693915779836,0.251,0.125,4.07431776845751e-6,3,KIAA0040
1.17876027028894e-10,0.8004197753205149,0.293,0.157,4.31438046528455e-6,3,RASGRP1
1.5230299989325044e-10,0.5928500061142106,0.464,0.3,5.574442099092859e-6,3,MAPRE2
1.725040102946743e-10,0.6182594596444092,0.687,0.549,6.313819280795374e-6,3,PRR13
1.7594908226623366e-10,0.8024241274797462,0.358,0.203,6.439912360026418e-6,3,C4orf48
1.9868329844924692e-10,0.668793068163355,0.544,0.377,7.272007406540886e-6,3,CTDNEP1
2.0314056448880087e-10,0.5261784510952954,0.619,0.434,7.435147800854601e-6,3,STK4
2.1493455465184017e-10,0.927510919689811,0.277,0.147,7.866819634812003e-6,3,M6PR
2.367295717958771e-10,0.8066205382923403,0.386,0.229,8.664539057300898e-6,3,CALM3
2.555066770482247e-10,0.47405730135639024,0.769,0.644,9.351799886642071e-6,3,RNASET2
2.9375995102222857e-10,0.7551061270425885,0.363,0.216,1.0751907967364588e-5,3,TM9SF2
3.191104923799551e-10,0.9854376312065578,0.293,0.159,1.1679763131598737e-5,3,ETNK1
3.4247958819440035e-10,0.516895929852164,0.736,0.628,1.2535095407503247e-5,3,CD48
3.4372078306076135e-10,0.6564834449959033,0.433,0.278,1.2580524380806926e-5,3,RAB5C
4.1428772079329097e-10,0.8426137984739142,0.404,0.254,1.5163344868755242e-5,3,DRAP1
4.2116050329268427e-10,0.8597251842459659,0.324,0.18,1.541489558101554e-5,3,NUCB1
4.23960763958542e-10,0.7929955946807572,0.495,0.345,1.5517387921646595e-5,3,VASP
4.649331551762426e-10,0.6765903189350221,0.484,0.326,1.7017018412605655e-5,3,GRK2
4.823358854239617e-10,0.9890388084363044,0.295,0.162,1.7653975742402422e-5,3,S1PR4
4.839124528321472e-10,0.29196772541093285,0.544,0.37,1.771167968610942e-5,3,ADGRE5
5.035877630406927e-10,0.4085692424949059,0.87,0.822,1.8431815715052396e-5,3,LIMD2
5.823674889604292e-10,0.7287043044788707,0.417,0.265,2.131523246344067e-5,3,DOCK10
5.826079980565443e-10,0.46077934872149284,0.756,0.631,2.132403533686758e-5,3,VAMP2
6.467369624028123e-10,0.6972605339626885,0.472,0.317,2.3671219560905333e-5,3,WDR83OS
6.523027598887437e-10,0.7861622318059782,0.399,0.259,2.387493331468791e-5,3,PABPC4
6.737015525330738e-10,0.9554355047189721,0.337,0.201,2.4658150524263034e-5,3,GOLPH3
6.911216776660959e-10,1.121665360679385,0.251,0.131,2.5295744524256775e-5,3,SIGLEC10
7.060256591853545e-10,0.851480919163875,0.365,0.219,2.584124515184316e-5,3,PNOC
7.897056289388424e-10,0.6383834831228186,0.534,0.387,2.890401572479057e-5,3,TMEM258
8.724417695718167e-10,0.8820856279082725,0.293,0.162,3.193224120809806e-5,3,CCDC69
9.184315339988774e-10,0.5704500662871058,0.518,0.356,3.361551257589291e-5,3,ADD3
1.2156149083146994e-9,0.6105298847310701,0.567,0.413,4.4492721259226315e-5,3,ITGA4
1.4324431054153408e-9,0.6837002609522331,0.544,0.401,5.242885010130689e-5,3,RNF19A
1.5833000300260736e-9,0.5407162516935246,0.593,0.437,5.795036439898432e-5,3,LSM14A
1.6635560414503757e-9,0.7736392639763835,0.391,0.246,6.08878146731252e-5,3,CDKN2D
2.015356109644562e-9,0.9239152221713326,0.277,0.153,7.37640489691006e-5,3,MCRIP1
2.0244305736585802e-9,0.35779634556786544,0.881,0.825,7.409618342647769e-5,3,ARPC3
2.1672914433417043e-9,0.455551102112,0.699,0.555,7.932503411774971e-5,3,CDK14
2.8533453636065793e-9,0.9686997323815473,0.303,0.174,1.0443529365336441e-4,3,ITPR2
3.0334610958432974e-9,0.49858336071925724,0.539,0.377,1.1102770956896053e-4,3,PCM1
3.0478434120580123e-9,0.8535831323997497,0.459,0.338,1.1155411672473532e-4,3,AL135905.2
3.0880659254326047e-9,0.7155831787500788,0.479,0.328,1.1302630093675876e-4,3,DNTTIP2
3.544600178434294e-9,0.9064798457917916,0.256,0.137,1.297359111308736e-4,3,NCKAP1L
3.7504957567432125e-9,0.41188795967367364,0.549,0.383,1.3727189519255833e-4,3,SIPA1L1
3.797152158360447e-9,0.7491573813409569,0.391,0.249,1.3897956614815072e-4,3,CIAO2A
3.949900317422128e-9,0.897705947713358,0.316,0.188,1.445703015179673e-4,3,PYCARD
4.485264026637202e-9,0.6807997889281349,0.368,0.222,1.641651486389482e-4,3,SNX5
4.8731664579465845e-9,0.5948625512206261,0.412,0.264,1.7836276552730295e-4,3,MALT1
4.9094728249542115e-9,0.9652089816410419,0.272,0.15,1.796916148661491e-4,3,REEP5
5.141381013922765e-9,0.48754697176743045,0.681,0.56,1.8817968649058713e-4,3,ATP5F1D
5.3378448679219166e-9,0.8578700747242807,0.285,0.162,1.9537046001081006e-4,3,NAAA
6.079167665396273e-9,0.7338018206860492,0.402,0.256,2.22503615721169e-4,3,CTBP1
6.182591002758003e-9,0.47646883859527844,0.679,0.546,2.2628901329194568e-4,3,MTPN
6.251589121682013e-9,0.698778597482341,0.391,0.247,2.2881441344268334e-4,3,DGKD
8.181192028677489e-9,0.3279116684639005,0.899,0.879,2.9943980944162476e-4,3,RPS26
8.90592697868043e-9,0.5435454417586127,0.601,0.46,3.259658333466824e-4,3,CDV3
9.194019230764806e-9,0.8212658137279436,0.295,0.169,3.3651029786522266e-4,3,LRPAP1
1.1009828517781353e-8,0.6323558904948301,0.399,0.257,4.029707335793153e-4,3,ARHGAP17
1.1448039326414698e-8,0.5610035894252361,0.513,0.375,4.1900968738610433e-4,3,VPS13C
1.185572217473138e-8,0.5763323896220561,0.541,0.387,4.3393128731734323e-4,3,PAX5
1.1954279447770802e-8,0.7784676431837511,0.376,0.238,4.3753858206785915e-4,3,ANXA2
1.2168747713097211e-8,0.6565865697812822,0.466,0.314,4.45388335047071e-4,3,ARL6IP5
1.2488892972915171e-8,0.7366724436733503,0.409,0.273,4.5710597170166815e-4,3,FAAP20
1.270125718658039e-8,0.794386580329765,0.308,0.178,4.648787142860289e-4,3,NDUFC2
1.2983849097545744e-8,0.8348431231925088,0.306,0.179,4.752218608192718e-4,3,IFI27L2
1.3125225585026938e-8,0.7829029923564187,0.329,0.201,4.8039638163757095e-4,3,TUT7
1.35197672961781e-8,0.4300891845716669,0.666,0.529,4.948370028074146e-4,3,CAPZB
1.3530354737040721e-8,1.106541482580751,0.251,0.139,4.952245137304274e-4,3,BHLHE40
1.4287262750879397e-8,0.750999990640281,0.269,0.152,5.229281039449368e-4,3,NLRC5
1.507215469967982e-8,0.46691750418589595,0.671,0.545,5.516559341629811e-4,3,ELOB
1.5307466744919167e-8,0.6869779636712514,0.391,0.254,5.602685903307865e-4,3,SERPINB1
1.534259826494134e-8,0.36534746325432166,0.741,0.617,5.615544390951179e-4,3,ITSN2
1.5925796708306458e-8,0.38933964220806117,0.492,0.346,5.829000853207247e-4,3,LUC7L3
1.6724595177354292e-8,0.9408305990116893,0.295,0.179,6.121369080863444e-4,3,EIF2AK2
1.700977037220032e-8,0.7138496922039694,0.36,0.227,6.22574605392904e-4,3,ITGAE
1.8466803899985254e-8,1.0379711648007273,0.259,0.144,6.759034895433603e-4,3,PCSK7
1.8983746045097346e-8,0.7178960946467418,0.35,0.219,6.94824088996608e-4,3,LRP10
2.0021487800175625e-8,0.5801824970203379,0.549,0.427,7.32806474974228e-4,3,ARPC4
2.1988893878849812e-8,0.83123081033961,0.358,0.23,8.04815504859782e-4,3,MOB4
2.4353532762261474e-8,0.6460674848000576,0.435,0.3,8.913636526315322e-4,3,TUFM
2.896350414749655e-8,0.9210601707657583,0.262,0.147,0.0010600932153025213,3,MYO5A
2.8998638906871104e-8,0.4254599625288824,0.699,0.56,0.0010613791826303892,3,EIF4G2
2.9111825430460172e-8,0.8660175154043132,0.293,0.172,0.0010655219225802726,3,GLUD1
2.9179890408831644e-8,0.8635705821086594,0.352,0.229,0.001068013168853647,3,USF2
2.9298831014185405e-8,0.6887512228834405,0.383,0.252,0.0010723665139502,3,GRINA
3.237614345412466e-8,0.6473647637480775,0.324,0.198,0.0011849992265644167,3,DYNC1H1
3.583626836055575e-8,0.517644761931782,0.614,0.475,0.001311643258264701,3,LAMTOR4
3.676671559229818e-8,0.5886491841606422,0.262,0.145,0.0013456985573937056,3,OXR1
3.697908210838186e-8,0.8579558032585204,0.288,0.17,0.0013534713842488844,3,PPP1R18
4.523169939085016e-8,0.7149907730785651,0.365,0.236,0.0016555254294045069,3,SHKBP1
4.6122470582356246e-8,0.6975887110154209,0.383,0.256,0.0016881285457848209,3,TSPAN33
4.733973705882128e-8,0.787307720617296,0.28,0.165,0.0017326817160899176,3,CEP170
4.859027981890743e-8,0.47838569578678364,0.57,0.444,0.0017784528316518308,3,GUK1
5.103186700986381e-8,0.49626975543535234,0.655,0.534,0.0018678173644280252,3,IKZF1
5.109248874486816e-8,0.7233525970880387,0.319,0.194,0.0018700361805509195,3,MBD5
5.374597847988903e-8,1.1488375040747638,0.358,0.247,0.001967156558342418,3,LGALS1
8.452331068450491e-8,0.5514289387970833,0.443,0.314,0.0030936376943635643,3,NGLY1
9.125061026999465e-8,0.5289378558636626,0.71,0.612,0.0033398635864920743,3,UCP2
9.469352255770739e-8,0.6693682278197248,0.29,0.17,0.003465877619134648,3,OS9
9.63250827552659e-8,0.7303736183510371,0.358,0.231,0.0035255943539254874,3,ARL5A
9.708630564006445e-8,0.5538068472850927,0.345,0.214,0.003553455872731999,3,ST8SIA4
9.832382425047158e-8,0.55100487606025506,0.342,0.214,0.0035987502913915103,3,TACC1
9.848010969020908e-8,0.511907735519352,0.303,0.179,0.003604470494771342,3,OGT
1.0218061575817552e-7,0.557248082024736,0.544,0.408,0.0037399127173649823,3,MOB1A
1.244665453344731e-7,0.622709793104949,0.319,0.196,0.00455560002578705,3,TTC14
1.283804587626073e-7,0.6031090889019616,0.383,0.245,0.00469885317117019,3,CDC40
1.336997979648389e-7,0.5635493982872463,0.472,0.342,0.0048935463053110684,3,COPE
1.3738662655881032e-7,0.8960906053717708,0.342,0.23,0.005028487918679016,3,PPP1R14A
1.4052166344047065e-7,0.8156042906726901,0.262,0.151,0.005143233403584666,3,BAG1
1.4397606584914168e-7,0.7112659554143623,0.417,0.294,0.005269667986144435,3,BAX
1.44551518572825e-7,0.7445346783878453,0.303,0.184,0.005290730131283968,3,GDI1
1.5296693365037518e-7,0.7126922035812303,0.347,0.219,0.005598742738537382,3,YWHAH
1.54027527540713e-7,0.7293383799198612,0.402,0.275,0.0056375615355176364,3,AURKAIP1
1.6244761834790324e-7,0.44297457649230176,0.554,0.414,0.005945745279151606,3,ACAP2
1.7386200962804378e-7,0.5065276062382886,0.409,0.274,0.006363523414396031,3,MACF1
1.8082583334191487e-7,0.8929836548606742,0.269,0.16,0.006618406326147426,3,FGD3
1.8779515533245604e-7,0.40997203309278096,0.803,0.723,0.006873490480323223,3,PTPRCAP
1.9329811089819802e-7,0.7208832095621662,0.311,0.19,0.007074904156984946,3,USP48
2.0377775679936432e-7,0.6556970531428248,0.381,0.257,0.007458469676613533,3,FIS1
2.2190068445832036e-7,0.723162439997708,0.386,0.261,0.008121786951858983,3,PREX1
2.352460288505999e-7,0.4932969971813831,0.534,0.392,0.008610239901960807,3,TPD52
2.3580450082309646e-7,0.7522798085096999,0.326,0.21,0.008630680534626154,3,BCL7C
2.510047368900503e-7,0.5487702179215497,0.723,0.624,0.009187024374912731,3,MAP3K8
2.5919592290285816e-7,0.6523209346519621,0.355,0.226,0.009486829974167511,3,GLIPR1
2.7090619013546294e-7,0.6112597978272127,0.427,0.289,0.009915437465148079,3,CYFIP2
3.025698434317198e-7,0.6149982942278872,0.396,0.259,0.011074358839444376,3,TMEM131
3.1945044358587573e-7,0.4665583982830013,0.699,0.615,0.011692205685686638,3,GABARAP
3.217739329881868e-7,0.5462362809487833,0.567,0.43,0.011777247721300625,3,LCP1
3.313991032968916e-7,0.7037548432920708,0.347,0.223,0.01212953857976953,3,SHISA5
3.7654017891531976e-7,0.8697032579196724,0.29,0.181,0.013781747088479618,3,BST2
4.137591167484856e-7,0.7747436310521634,0.29,0.176,0.01514399743211132,3,FUT8
4.1839769355216885e-7,0.7135977673011946,0.311,0.198,0.015313773981702932,3,TMEM160
5.216512088612025e-7,0.7750680275114963,0.285,0.176,0.01909295589552887,3,OGDH
5.236858991893798e-7,0.8916065614116748,0.337,0.224,0.01916742759623049,3,AC092821.3
5.537992006142117e-7,0.8295852002685438,0.43,0.309,0.020269604541680763,3,HSPE1
5.621521856375785e-7,0.44026012113665697,0.272,0.163,0.020575332146521012,3,SNX8
5.786674773447325e-7,0.5452072997035644,0.459,0.327,0.021179808338294553,3,RERE
5.972288569739717e-7,0.6297763151142532,0.259,0.152,0.02185917339410434,3,C1GALT1
6.055833754116759e-7,0.4861153253639266,0.345,0.227,0.02216495712344275,3,NFATC2
6.364290599256016e-7,0.6854904965626494,0.373,0.248,0.023293940022336944,3,STUB1
6.583714668285362e-7,0.658942068254201,0.35,0.236,0.024097054057391255,3,AKNA
6.883180824155879e-7,0.6986902037293627,0.326,0.215,0.025193130134492932,3,TNIP2
6.99915059848549e-7,0.9800811894068482,0.272,0.172,0.02561759110551674,3,MEF2C-AS1
7.345170706288986e-7,0.6707160413307307,0.381,0.26,0.026884059302088318,3,CHMP4B
7.358332178149568e-7,0.6154166997270845,0.319,0.203,0.026932231605245233,3,DENND5B
7.413366069629358e-7,0.5690017059194438,0.606,0.524,0.02713366115145041,3,CD82
